id,belongs_to_collection,budget,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,Keywords,cast,crew,revenue,adult,backdrop_path,video,vote_average,vote_count
11400,,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",,tt0402399,en,The New World,A drama about explorer John Smith and the clash between Native Americans and English settlers in the 17th century.,18.519,/dPyWMlQd54r3pK17GKG3iqjvNZ7.jpg,"[{'id': 12, 'logo_path': '/mevhneWSqbjU22D1MXNd4H9x0r0.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-12-25,151,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Once discovered, it was changed forever.",The New World,,,,30536013,False,/qSOZayrXXeK6TMiBBL6wPCQsjab.jpg,False,6.5,1058.0
192133,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,tt2402085,en,Jimi: All Is by My Side,"A drama based on Jimi Hendrix's life as he left New York City for London, where his career took off.",13.587,/j1bmOXGXQ1pcqvHkVjsk0sXaF5e.jpg,"[{'id': 39004, 'logo_path': '/oIki78o91tifO6F1R0Uy4Ff3hhq.png', 'name': 'Subotica Entertainment', 'origin_country': 'IE'}, {'id': 12622, 'logo_path': None, 'name': 'Darko Entertainment', 'origin_country': 'US'}, {'id': 37816, 'logo_path': None, 'name': 'Freeman Film', 'origin_country': ''}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-09-07,118,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Jimi: All Is by My Side,,,,340911,False,/cgLiIJe1aW0J007EUUnWUpMX2Wt.jpg,False,5.65,157.0
8879,,6900000,"[{'id': 37, 'name': 'Western'}]",,tt0089767,en,Pale Rider,A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.,27.207,/kpAN5WnDEVWYzMDPkXHTbrDQuak.jpg,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 171, 'logo_path': None, 'name': 'Malpaso Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-06-28,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,...and hell followed with him.,Pale Rider,,,,41410568,False,/kB4Ig84ZZvvUSVUEXGbqUWuMfiC.jpg,False,7.151,954.0
59440,,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,tt1291584,en,Warrior,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",47.69,/iM8n4nZJPR2abpnyZ36FUgHiRjr.jpg,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 6573, 'logo_path': None, 'name': 'Mimran Schur Pictures', 'origin_country': 'US'}, {'id': 1001, 'logo_path': None, 'name': 'Solaris Film', 'origin_country': 'DE'}, {'id': 12425, 'logo_path': None, 'name': 'Filmtribe', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-09,140,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Family is worth fighting for.,Warrior,,,,23308615,False,/1PnRPz4A4AguUEVOTcprIyctrax.jpg,False,7.841,4225.0
10022,,56000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}]",http://movies.disney.com/the-pacifier,tt0395699,en,The Pacifier,Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,35.508,/ayVLPibrtazh7U5FliWRLDMmG3d.jpg,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 158, 'logo_path': '/jSj8E9Q5D0Y59IVfYFeBnfYl1uB.png', 'name': 'Spyglass Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-03-04,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to the infantry.,The Pacifier,,,,198636868,False,/4P4sIkczJfOsX5QKDy5gf5RPqFQ.jpg,False,6.055,2873.0
83542,,102000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",http://cloudatlas.warnerbros.com/,tt1371111,en,Cloud Atlas,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",36.138,/8naVv2Xu3rWI5JKHz0vCujx6GaJ.jpg,"[{'id': 11080, 'logo_path': None, 'name': 'Cloud Atlas Productions', 'origin_country': 'US'}, {'id': 450, 'logo_path': None, 'name': 'Anarchos Productions', 'origin_country': 'US'}, {'id': 96, 'logo_path': '/9ps82gVzUeNdkjmLzoGDQLiLDio.png', 'name': 'X Filme Creative Pool', 'origin_country': 'DE'}, {'id': 6187, 'logo_path': '/gtC63XG8fkFxszIuZIogffM1oY8.png', 'name': 'ARD Degeto', 'origin_country': 'DE'}, {'id': 11081, 'logo_path': '/3vG1qqebRnbk0hsut7vD1xXMtbo.png', 'name': 'A Company', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-10-26,172,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Everything is Connected,Cloud Atlas,,,,130482868,False,/knY4ttZI6K4aiMyQ0kTekLHP2cc.jpg,False,6.882,6721.0
77948,,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,tt1366365,en,The Cold Light of Day,"After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.",18.371,/jLmKMhibZjHUYtsHQLIa5UBwqcc.jpg,"[{'id': 8083, 'logo_path': None, 'name': 'Film Rites', 'origin_country': 'US'}, {'id': 8084, 'logo_path': None, 'name': 'Galavis Film', 'origin_country': ''}, {'id': 8085, 'logo_path': None, 'name': 'Picture Machine', 'origin_country': ''}, {'id': 1224, 'logo_path': None, 'name': 'Intrepid Pictures', 'origin_country': 'US'}, {'id': 23625, 'logo_path': None, 'name': 'Fria Luz Del Dia, A.I.E.', 'origin_country': ''}, {'id': 491, 'logo_path': '/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 199001, 'logo_path': None, 'name': 'Calle Cruzada', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-04-04,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Instinct is his greatest weapon.,The Cold Light of Day,,,,16863583,False,/tkj4i4TQP6TijYxqUq6duPZUW2R.jpg,False,5.251,811.0
64690,,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",http://www.sonypictures.com/movies/drive/,tt0780504,en,Drive,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",42.093,/602vevIURmpDfzbnv5Ubi6wIkQm.jpg,"[{'id': 7263, 'logo_path': '/auaadhBBcvvTDtmW2iJzOrEjfgO.png', 'name': 'FilmDistrict', 'origin_country': 'US'}, {'id': 2266, 'logo_path': '/owzVs2mguyyJ3vIn7EbgowpUPnk.png', 'name': 'Bold Films', 'origin_country': 'US'}, {'id': 2527, 'logo_path': '/osO7TGmlRMistSQ5JZusPhbKUHk.png', 'name': 'Marc Platt Productions', 'origin_country': 'US'}, {'id': 3263, 'logo_path': '/z0fbODSLBptxVKekL0950Lr71zU.png', 'name': 'OddLot Entertainment', 'origin_country': 'US'}, {'id': 11337, 'logo_path': None, 'name': 'Motel Movies', 'origin_country': ''}, {'id': 46625, 'logo_path': None, 'name': 'Newbridge Film Capital', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-15,100,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,There are no clean getaways.,Drive,,,,78054825,False,/1oaLxMtdn47TWdaty8BwdU4oXhV.jpg,False,7.6,11842.0
20325,,886000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,tt0028333,en,Swing Time,"Lucky is tricked into missing his own wedding again and has to make $25,000 so her father allows him to marry Margaret. He and business partner Pop go to New York where they run into dancing instructor Penny. She and Lucky form a successful dance partnership, but romance is blighted by his old attachment to Margaret and hers for Ricky Romero.",12.714,/cECQGtw13ooPIuEpVWOUlUXaAnO.jpg,"[{'id': 6, 'logo_path': '/n53F7K9scQWFXYbrCablqLKqJdp.png', 'name': 'RKO Radio Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-08-27,103,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A glorious songburst of gaiety and laughter!,Swing Time,,,,2600000,False,/lXiQusG4WJtwkDoYsOQLKG6Hzvn.jpg,False,6.8,201.0
2009,,852510,"[{'id': 18, 'name': 'Drama'}]",,tt1032846,ro,"4 luni, 3 săptămîni și 2 zile",Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.,13.984,/kwV7rP0wgcfui8QzcXZ6ga273cB.jpg,"[{'id': 859, 'logo_path': '/wK6ssskf1QaGp057lSYb6fa3Nwc.png', 'name': 'Saga Film', 'origin_country': 'BE'}, {'id': 5545, 'logo_path': '/A9JHyYxaCXaxqsVQCw9kRsrwqNm.png', 'name': 'Mobra Films', 'origin_country': 'RO'}, {'id': 69462, 'logo_path': '/qTfuW7oZZPSAOXD7HTfBaL5n9E8.png', 'name': 'CNC', 'origin_country': 'RO'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'RO', 'name': 'Romania'}]",2007-08-24,114,"[{'english_name': 'Romanian', 'iso_639_1': 'ro', 'name': 'Română'}]",Released,At what moment do we begin to live?,"4 Months, 3 Weeks and 2 Days",,,,1185783,False,/c59jI0WaKoIffuoLG8iB8L4Z9xM.jpg,False,7.54,667.0
36361,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,tt0077699,en,House Calls,"Charley is a surgeon who's recently lost his wife; he embarks on a tragicomic romantic quest with one woman after another until he meets up with Ann, a singular woman, closer to his own age, who immediately and unexpectedly captures his heart.",2.841,/Qww6MH25KsdOWP8r1YgU4wiHdT.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1978-03-15,98,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,A funny love story.,House Calls,,,,28460702,False,/63fFa8M1gIVsiDFhL9bp2SgFxQB.jpg,False,7.0,14.0
267860,"{'id': 386534, 'name': 'Has Fallen Collection', 'poster_path': '/kSHvhQ6RpmNgEfYEUqmPHEZbwxz.jpg', 'backdrop_path': '/kLGF2qFYVuETxMtHZJgaSGmXK1c.jpg'}",60000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,tt3300542,en,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",46.075,/korY0GInEJThWEm23MRmErQ3GqT.jpg,"[{'id': 1020, 'logo_path': '/kuUIHNwMec4dwOLghDhhZJzHZTd.png', 'name': 'Millennium Media', 'origin_country': 'US'}, {'id': 37, 'logo_path': '/24D25UH5SyteudhPXW6Oy0Qfj1q.png', 'name': 'Gramercy Pictures', 'origin_country': 'US'}, {'id': 103331, 'logo_path': '/nxkmGpo1Ym74DkBzNtoMz5cl6DJ.png', 'name': 'G-BASE', 'origin_country': 'US'}, {'id': 73045, 'logo_path': None, 'name': 'LHF Film', 'origin_country': 'US'}, {'id': 74795, 'logo_path': '/vcCcVEglw9nVcYeZf6xZzA4s1O3.png', 'name': 'Nu Boyana Film Studios', 'origin_country': 'BG'}]","[{'iso_3166_1': 'BG', 'name': 'Bulgaria'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-03-02,99,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The world's leaders have assembled. So have their enemies.,London Has Fallen,,,,205754447,False,/gYQ30Jer6qMZSKxeDmcibueeq0T.jpg,False,6.183,4443.0
281338,"{'id': 173710, 'name': 'Planet of the Apes (Reboot) Collection', 'poster_path': '/afGkMC4HF0YtXYNkyfCgTDLFe6m.jpg', 'backdrop_path': '/uRRPDjkcavi8HuSYGiqOsLJefhL.jpg'}",150000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}]",http://www.foxmovies.com/movies/war-for-the-planet-of-the-apes,tt3450958,en,War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",64.197,/pbPwGTyiH5TjoTtarY5gM0z56kQ.jpg,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 7076, 'logo_path': '/8BFxn9NUWSgp0ndih569Gm62xiC.png', 'name': 'Chernin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",2017-07-11,140,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,For freedom. For family. For the planet.,War for the Planet of the Apes,,,,490719763,False,/ulMscezy9YX0bhknvJbZoUgQxO5.jpg,False,7.165,8142.0
47139,,7300,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",,tt0163984,en,"Blood, Guts, Bullets and Octane","To keep their struggling used-car dealership from closing, salesmen Sid and Bob agree to let a vintage 1963 Pontiac LeMans sit on their lot for two days in return for $250,000. Warned that the vehicle has been associated with many deaths already, Sid and Bob are soon pursued by hitman Mr. Reich and FBI Agent Jared, among others. As violence surrounds them, Sid talks his partner into stealing the car for a $500,000 ransom.",1.228,/kaDj4ET5kA5NUPn5q3aUjLMrIzy.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-10-16,87,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Two cats... one car... and a world of hurt...,"Blood, Guts, Bullets and Octane",,,,13674,False,,False,4.933,15.0
12590,,40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,tt0276816,en,Below,"In the dark silence of the sea during World War II, the submarine USS Tiger Shark prowls on what should be a routine rescue mission. But for the shell-shocked crew, trapped together in the sub's narrow corridors and constricted spaces, this is about to become a journey into the sensory delusions, mental deceptions and runaway fears that lurk just below the surface of the ocean.",21.884,/4tsaLD98DcXh4ltOn9wEWhsUkSc.jpg,"[{'id': 7503, 'logo_path': '/3K8wbNkTn7O4wX89ucnp1ZYR1XF.png', 'name': 'Protozoa Pictures', 'origin_country': 'US'}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-11,105,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Six hundred feet beneath the surface terror runs deep,Below,,,,2622015,False,/4MF9pKO06xmyJO4I6ra0ekNK8Hd.jpg,False,6.023,406.0
24,"{'id': 2883, 'name': 'Kill Bill Collection', 'poster_path': '/mGtkS8YsGNlK6zSeZB7f2eNNRER.jpg', 'backdrop_path': '/oCLKNACMNrEf4T1EP6BpMXDl5m1.jpg'}",30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",http://www.miramax.com/movie/kill-bill-volume-1,tt0266697,en,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",50.577,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 59, 'logo_path': '/yH7OMeSxhfP0AVM6iT0rsF3F4ZC.png', 'name': 'A Band Apart', 'origin_country': 'US'}, {'id': 39121, 'logo_path': None, 'name': 'Super Cool ManChu', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-10-10,111,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,A roaring rampage of revenge.,Kill Bill: Vol. 1,,,,180906076,False,/lVy5Zqcty2NfemqKYbVJfdg44rK.jpg,False,7.97,16352.0
39057,"{'id': 661026, 'name': 'Pokémon: Diamond and Pearl Collection', 'poster_path': '/piQiaDOIeR06epBYhk9DSUBD8iA.jpg', 'backdrop_path': '/7flPQzneoQrXirkKB62pLc2KlaC.jpg'}",0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",https://www.pokemon.com/us/pokemon-episodes/pokemon-movies/pokemon-arceus-and-the-jewel-of-life-2009,tt1468843,ja,劇場版ポケットモンスター ダイヤモンド&パール アルセウス 超克の時空へ,"When the creator of the world, Arceus, comes to pass judgement on humanity for the theft of the legendary Jewel of Life, Ash and his friends are sent back in time to possibly reverse the events that led to Arceus' vendetta.",32.896,/u5dybbTyhgJ3Trof4QZvfN5UoOP.jpg,"[{'id': 5372, 'logo_path': '/tPtJc2rCOTHEzJQPStT6m3dI0eK.png', 'name': 'OLM', 'origin_country': 'JP'}, {'id': 12653, 'logo_path': None, 'name': 'Pikachu Project', 'origin_country': 'JP'}, {'id': 12654, 'logo_path': '/hBWpNb7x4R77xxltwNtM0ANboW6.png', 'name': 'The Pokémon Company', 'origin_country': 'JP'}, {'id': 9149, 'logo_path': '/isLUpud9N56ifftJZ4XvzwBBpoG.png', 'name': 'Shogakukan', 'origin_country': 'JP'}, {'id': 3034, 'logo_path': '/kGRavMqgyx4p2X4C96bjRCj50oI.png', 'name': 'TV Tokyo', 'origin_country': 'JP'}, {'id': 7967, 'logo_path': '/4W9ByL6mMDn9UOHh8oGD36l3BnN.png', 'name': 'Media Factory', 'origin_country': 'JP'}, {'id': 13070, 'logo_path': '/ks2FscpAGYlfj4ZawdQF5vgtWyM.png', 'name': 'TakaraTomy', 'origin_country': 'JP'}, {'id': 8157, 'logo_path': '/yHOC2PPmj6j2zzRqwdufCZauFxI.png', 'name': 'East Japan Marketing & Communications', 'origin_country': 'JP'}, {'id': 12655, 'logo_path': '/dfGqf2NoMVPrDywDL90D5HAhBlW.png', 'name': 'Shogakukan-Shueisha Productions', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2009-07-18,94,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,A tale untold. A legend unleashed.,Pokémon: Arceus and the Jewel of Life,,,,50673078,False,/1WygXLVPO4wNYm6WUgUi7PNAvkU.jpg,False,7.087,264.0
11386,,3705538,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.miramax.com/movie/the-crying-game/,tt0104036,en,The Crying Game,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",20.555,/ucbjsq0s3Skw7HJo0yy2k5qPrcm.jpg,"[{'id': 927, 'logo_path': None, 'name': 'Palace Pictures', 'origin_country': ''}, {'id': 1202, 'logo_path': None, 'name': 'Nippon Film Development and Finance Inc.', 'origin_country': ''}, {'id': 8876, 'logo_path': None, 'name': 'Eurotrustees', 'origin_country': ''}, {'id': 12745, 'logo_path': None, 'name': 'British Screen Productions', 'origin_country': 'GB'}, {'id': 6705, 'logo_path': '/e8EXNSfwr5E9d3TR8dHKbQnQK4W.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1992-09-02,112,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Play At Your Own Risk.,The Crying Game,,,,62548947,False,/htBKlZaVLn7hnz36AdvVR53LwB8.jpg,False,6.8,673.0
9806,"{'id': 468222, 'name': 'The Incredibles Collection', 'poster_path': '/xMX1jZyObVeWUxDQmt53X6jzIO4.jpg', 'backdrop_path': '/6oi6V1O9MJRNnfV8E9JMntmFqBD.jpg'}",92000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,tt0317705,en,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",78.762,/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,"[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-10-27,115,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"No gut, no glory",The Incredibles,,,,631442092,False,/se5Hxz7PArQZOG3Nx2bpfOhLhtV.jpg,False,7.705,16747.0
382399,"{'id': 765643, 'name': 'High Strung Collection', 'poster_path': '/9SKwvkWosix1QLhotdQwYwlSyZ0.jpg', 'backdrop_path': '/xtiQ8WfKH2ao61Us9e3ga1pIsP2.jpg'}",0,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",http://www.highstrungthemovie.com/,tt3451230,en,High Strung,"When a hip hop violinist busking in the New York subway encounters a classical dancer on scholarship at the Manhattan Conservatory of the Arts, sparks fly. With the help of a hip hop dance crew they must find a common ground while preparing for a competition that could change their lives forever.",16.531,/xfj4Vomg8h3I1hBHj4GfpduUfkv.jpg,"[{'id': 79577, 'logo_path': None, 'name': 'Sforzando Productions', 'origin_country': ''}, {'id': 1370, 'logo_path': '/uch218gB4XWNz3JNhlc65A5Q207.png', 'name': 'Castel Film', 'origin_country': 'RO'}, {'id': 127742, 'logo_path': None, 'name': 'Riviera Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-04-08,96,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,See the music. Hear the dance.,High Strung,,,,2093725,False,/fOzPQKNcMzraCh2YGeJVx4zEKtF.jpg,False,7.058,878.0
14467,,2300000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.jaanetu.com/,tt0473367,hi,जाने तू ... या जाने ना,Two best friends being convinced that they are not in love search for each other's love.,8.5,/gRMnFvuPyeTDPlREZzXggE2ohO2.jpg,"[{'id': 63997, 'logo_path': '/9uKga6AVuuGzVszeQgjqVYdqWw9.png', 'name': 'PVR Inox Pictures', 'origin_country': 'IN'}, {'id': 2140, 'logo_path': '/yJIGEhIk3yAWAIiZ4p3xEV1dzwR.png', 'name': 'Aamir Khan Productions', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2008-07-04,155,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,So when do you know it's love?,Jaane Tu... Ya Jaane Na,,,,11100000,False,/4rJU6BxxcaeZN45j03n3z1aidca.jpg,False,6.777,137.0
15573,,6000000,"[{'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,tt0068421,en,The Cowboys,"When his cattlemen abandon him for the gold fields, rancher Wil Andersen is forced to take on a collection of young boys as his cowboys in order to get his herd to market in time to avoid financial disaster. The boys learn to do a man's job under Andersen's tutelage; however, neither Andersen nor the boys know that a gang of cattle thieves is stalking them.",19.89,/srdRiGV9tYFzWd2C4IjPJNtLrmr.jpg,"[{'id': 12273, 'logo_path': None, 'name': 'Sanford Productions (III)', 'origin_country': ''}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1972-01-13,131,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,All they wanted was their chance to be men... and he gave it to them.,The Cowboys,,,,7500000,False,/pzWkw7Acgn7OyAwMHTlrB6PGnNa.jpg,False,7.118,212.0
